"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Genus","Family","Family Common Name","Order","SubClass","Class","SubDivision","Division","Kingdom","Duration","Growth Habit","Active Growth Period","Shape and Orientation","Toxicity","Palatable Human"
"PAQU2","","Parthenocissus quinquefolia","Virginia creeper","Dicot","Parthenocissus","Vitaceae","Grape family","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Vine","Spring and Summer","Prostrate","None","No"
"PATR6","","Parthenocissus tricuspidata","Boston ivy","Dicot","Parthenocissus","Vitaceae","Grape family","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Vine","Spring and Summer","Climbing","None","No"
"PASM","","Pascopyrum smithii","western wheatgrass","Monocot","Pascopyrum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Semi-Erect","None","No"
"PECA","","Pedicularis canadensis","Canadian lousewort","Dicot","Pedicularis","Scrophulariaceae","Figwort family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","No"
"PEVI","","Peltandra virginica","green arrow arum","Monocot","Peltandra","Araceae","Arum family","Arales","Arecidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"PEDI","","Penstemon digitalis","foxglove beardtongue","Dicot","Penstemon","Scrophulariaceae","Figwort family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"PESE6","","Penthorum sedoides","ditch stonecrop","Dicot","Penthorum","Crassulaceae","Stonecrop family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"PHAR3","","Phalaris arundinacea","reed canarygrass","Monocot","Phalaris","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","Slight","No"
"PHCO7","","Philadelphus coronarius","sweet mock orange","Dicot","Philadelphus","Hydrangeaceae","Hydrangea family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","No"
"PHPR3","","Phleum pratense","timothy","Monocot","Phleum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"PHDI5","","Phlox divaricata","wild blue phlox","Dicot","Phlox","Polemoniaceae","Phlox family","Solanales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"PHSU3","","Phlox subulata","moss phlox","Dicot","Phlox","Polemoniaceae","Phlox family","Solanales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring, Summer, Fall","Prostrate","None","No"
"PHAU7","","Phragmites australis","common reed","Monocot","Phragmites","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub, Graminoid","Spring","Erect","None","No"
"PHOP","","Physocarpus opulifolius","common ninebark","Dicot","Physocarpus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","No"
"PHAM4","","Phytolacca americana","American pokeweed","Dicot","Phytolacca","Phytolaccaceae","Pokeweed family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","Slight","Yes"
"PIAB","","Picea abies","Norway spruce","Gymnosperm","Picea","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Climbing","None","No"
"PIGL","","Picea glauca","white spruce","Gymnosperm","Picea","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Summer","Conical","None","No"
"PIMA","","Picea mariana","black spruce","Gymnosperm","Picea","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Summer","Conical","None","No"
"PIPU","","Picea pungens","blue spruce","Gymnosperm","Picea","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","No"
"PIBA2","","Pinus banksiana","jack pine","Gymnosperm","Pinus","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"PIRE","","Pinus resinosa","red pine","Gymnosperm","Pinus","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"PIRI","","Pinus rigida","pitch pine","Gymnosperm","Pinus","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"PIST","","Pinus strobus","eastern white pine","Gymnosperm","Pinus","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"PISY","","Pinus sylvestris","Scots pine","Gymnosperm","Pinus","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","No"
"PLMA2","","Plantago major","common plantain","Dicot","Plantago","Plantaginaceae","Plantain family","Plantaginales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Prostrate","None","No"
"PLPA2","","Plantago patagonica","woolly plantain","Dicot","Plantago","Plantaginaceae","Plantain family","Plantaginales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb","Spring and Summer","Erect","None","No"
"POAN","","Poa annua","annual bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring","Decumbent","None","No"
"POBU","","Poa bulbosa","bulbous bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Fall","Decumbent","None","No"
"POCO","","Poa compressa","Canada bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"POGL","","Poa glauca","glaucous bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"POPA2","","Poa palustris","fowl bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"POPR","","Poa pratensis","Kentucky bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"POSE","","Poa secunda","Sandberg bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"POSY","","Poa sylvestris","woodland bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"POTR2","","Poa trivialis","rough bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Fall","Erect","None","No"
"POOC2","","Polemonium occidentale","western polemonium","Dicot","Polemonium","Polemoniaceae","Phlox family","Solanales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"POAM8","","Polygonum amphibium","water knotweed","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Prostrate","None","No"
"POHY2","","Polygonum hydropiperoides","swamp smartweed","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Decumbent","None","No"
"POPE2","","Polygonum pensylvanicum","Pennsylvania smartweed","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb","Summer","Erect","None","No"
"POPE3","","Polygonum persicaria","spotted ladysthumb","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring","Erect","None","No"
"POPU5","","Polygonum punctatum","dotted smartweed","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Summer","Erect","None","No"
"POSA5","","Polygonum sagittatum","arrowleaf tearthumb","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Vine, Forb/herb","Summer","Prostrate","None","No"
"POVI3","","Polygonum viviparum","alpine bistort","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"POMO5","","Polypogon monspeliensis","annual rabbitsfoot grass","Monocot","Polypogon","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring and Summer","Erect","None","No"
"POCO14","","Pontederia cordata","pickerelweed","Monocot","Pontederia","Pontederiaceae","Water-Hyacinth family","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"POAL7","","Populus alba","white poplar","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"POBA2","","Populus balsamifera","balsam poplar","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Irregular","None","No"
"PODE3","","Populus deltoides","eastern cottonwood","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"PODEM","","Populus deltoides ssp. monilifera","plains cottonwood","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"POGR4","","Populus grandidentata","bigtooth aspen","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"PONI","","Populus nigra","Lombardy poplar","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Columnar","None","No"
"POTR5","","Populus tremuloides","quaking aspen","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Rounded","None","No"
"POAM5","","Potamogeton amplifolius","largeleaf pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer and Fall","Prostrate","None","No"
"POCR3","","Potamogeton crispus","curly pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Prostrate","None","No"
"PODI","","Potamogeton diversifolius","waterthread pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"POEP2","","Potamogeton epihydrus","ribbonleaf pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer and Fall","Prostrate","None","No"
"POGR8","","Potamogeton gramineus","variableleaf pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Prostrate","None","No"
"PONA4","","Potamogeton natans","floating pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Prostrate","None","No"
"PONO2","","Potamogeton nodosus","longleaf pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Prostrate","None","No"
"POPR5","","Potamogeton praelongus","whitestem pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Prostrate","None","No"
"PORO2","","Potamogeton robbinsii","Robbins' pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Prostrate","None","No"
"POZO","","Potamogeton zosteriformis","flatstem pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Prostrate","None","No"
"POAR7","","Potentilla arguta","tall cinquefoil","Dicot","Potentilla","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","No"
"POGR9","","Potentilla gracilis","slender cinquefoil","Dicot","Potentilla","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","No"
"PRVU","","Prunella vulgaris","common selfheal","Dicot","Prunella","Lamiaceae","Mint family","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","Yes"
"PRAM","","Prunus americana","American plum","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","Slight","Yes"
"PRNI","","Prunus nigra","Canadian plum","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring","Erect","None","Yes"
"PRPU3","","Prunus pumila","sandcherry","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","Yes"
"PRSE2","","Prunus serotina","black cherry","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","Severe","Yes"
"PRTO80","","Prunus tomentosa","Nanking cherry","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Irregular","None","Yes"
"PRVI","","Prunus virginiana","chokecherry","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","Severe","Yes"
"PSJU3","","Psathyrostachys juncea","Russian wildrye","Monocot","Psathyrostachys","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"PSME","","Pseudotsuga menziesii","Douglas-fir","Gymnosperm","Pseudotsuga","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","No"
"PSMEG","","Pseudotsuga menziesii var. glauca","Rocky Mountain Douglas-fir","Gymnosperm","Pseudotsuga","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","No"
"PTTR","","Ptelea trifoliata","common hoptree","Dicot","Ptelea","Rutaceae","Rue family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"PTAQ","","Pteridium aquilinum","western brackenfern","Fern","Pteridium","Dennstaedtiaceae","Bracken Fern family","Polypodiales","","Filicopsida","","Pteridophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","Slight","No"
"PUNU2","","Puccinellia nuttalliana","Nuttall's alkaligrass","Monocot","Puccinellia","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"QUAL","","Quercus alba","white oak","Dicot","Quercus","Fagaceae","Beech family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"QUBI","","Quercus bicolor","swamp white oak","Dicot","Quercus","Fagaceae","Beech family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"QUMA2","","Quercus macrocarpa","bur oak","Dicot","Quercus","Fagaceae","Beech family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"QUMU","","Quercus muehlenbergii","chinquapin oak","Dicot","Quercus","Fagaceae","Beech family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"QURU","","Quercus rubra","northern red oak","Dicot","Quercus","Fagaceae","Beech family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"QUVE","","Quercus velutina","black oak","Dicot","Quercus","Fagaceae","Beech family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"RAAB","","Ranunculus abortivus","littleleaf buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Biennial, Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"RACY","","Ranunculus cymbalaria","alkali buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Semi-Erect","None","No"
"RAFL2","","Ranunculus flammula","greater creeping spearwort","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Decumbent","None","No"
"RAHI","","Ranunculus hispidus","bristly buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"RALO2","","Ranunculus longirostris","longbeak buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Semi-Erect","None","No"
"RAMA2","","Ranunculus macounii","Macoun's buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","Moderate","No"
"RAPE2","","Ranunculus pensylvanicus","Pennsylvania buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"RARE3","","Ranunculus repens","creeping buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Prostrate","Moderate","No"
"RASC3","","Ranunculus sceleratus","cursed buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"RACO3","","Ratibida columnifera","upright prairie coneflower","Dicot","Ratibida","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Erect","None","No"
"RAPI","","Ratibida pinnata","pinnate prairie coneflower","Dicot","Ratibida","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"RHAL","","Rhamnus alnifolia","alderleaf buckthorn","Dicot","Rhamnus","Rhamnaceae","Buckthorn family","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring","Erect","None","No"
"RHGL","","Rhus glabra","smooth sumac","Dicot","Rhus","Anacardiaceae","Sumac family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"RIAM2","","Ribes americanum","American black currant","Dicot","Ribes","Grossulariaceae","Currant family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","","Erect","None","Yes"
"RIAU","","Ribes aureum","golden currant","Dicot","Ribes","Grossulariaceae","Currant family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","Yes"
"RIHU","","Ribes hudsonianum","northern black currant","Dicot","Ribes","Grossulariaceae","Currant family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","Yes"
"RILA","","Ribes lacustre","prickly currant","Dicot","Ribes","Grossulariaceae","Currant family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","","Erect","None","Yes"
"RITR","","Ribes triste","red currant","Dicot","Ribes","Grossulariaceae","Currant family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Summer","Erect","None","Yes"
"ROPS","","Robinia pseudoacacia","black locust","Dicot","Robinia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring","Erect","None","No"
"ROSE","","Rorippa sessiliflora","stalkless yellowcress","Dicot","Rorippa","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb","Spring, Summer, Fall","Erect","None","No"
"ROSI2","","Rorippa sinuata","spreading yellowcress","Dicot","Rorippa","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ROSY","","Rorippa sylvestris","creeping yellowcress","Dicot","Rorippa","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ROAC","","Rosa acicularis","prickly rose","Dicot","Rosa","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Erect","None","Yes"
"ROCA4","","Rosa carolina","Carolina rose","Dicot","Rosa","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Erect","None","No"
"RORU","","Rosa rugosa","rugosa rose","Dicot","Rosa","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Semi-Erect","None","No"
"ROWO","","Rosa woodsii","Woods' rose","Dicot","Rosa","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Erect","None","No"
"RUAL","","Rubus allegheniensis","Allegheny blackberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Erect","None","Yes"
"RUAL9","","Rubus alumnus","oldfield blackberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Erect","None","Yes"
"RUAR","","Rubus arcticus","arctic raspberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring","","Slight","Yes"
"RUBA2","","Rubus baileyanus","Bailey's dewberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Semi-Erect","None","Yes"
"RUCH","","Rubus chamaemorus","cloudberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Semi-Erect","None","No"
"RUID","","Rubus idaeus","American red raspberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring","Erect","Slight","Yes"
"RUOC","","Rubus occidentalis","black raspberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Erect","None","Yes"
"RUPA","","Rubus parviflorus","thimbleberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Semi-Erect","None","Yes"
"RUHI2","","Rudbeckia hirta","blackeyed Susan","Dicot","Rudbeckia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial, Perennial","Forb/herb","Fall, Winter and Spring","Semi-Erect","None","No"
"RULA3","","Rudbeckia laciniata","cutleaf coneflower","Dicot","Rudbeckia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring","Erect","None","No"
"RUHU","","Ruellia humilis","fringeleaf wild petunia","Dicot","Ruellia","Acanthaceae","Acanthus family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Erect","None","No"
"RUMA4","","Rumex maritimus","golden dock","Dicot","Rumex","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial","Forb/herb","Spring and Summer","Semi-Erect","None","No"
"SACU","","Sagittaria cuneata","arumleaf arrowhead","Monocot","Sagittaria","Alismataceae","Water-plantain family","Alismatales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
