"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Genus","Family","Family Common Name","Order","SubClass","Class","SubDivision","Division","Kingdom","Duration","Growth Habit","Active Growth Period","Shape and Orientation","Toxicity","Palatable Human"
"PIAR","","Pinus aristata","bristlecone pine","Gymnosperm","Pinus","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","No"
"PIED","","Pinus edulis","twoneedle pinyon","Gymnosperm","Pinus","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","Yes"
"PIFL2","","Pinus flexilis","limber pine","Gymnosperm","Pinus","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Summer","Erect","None","Yes"
"PIMO","","Pinus monophylla","singleleaf pinyon","Gymnosperm","Pinus","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Rounded","Slight","Yes"
"PIPO","","Pinus ponderosa","ponderosa pine","Gymnosperm","Pinus","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Rounded","None","No"
"PLMA2","","Plantago major","common plantain","Dicot","Plantago","Plantaginaceae","Plantain family","Plantaginales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Prostrate","None","No"
"PLPA2","","Plantago patagonica","woolly plantain","Dicot","Plantago","Plantaginaceae","Plantain family","Plantaginales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb","Spring and Summer","Erect","None","No"
"PLWR2","","Platanus wrightii","Arizona sycamore","Dicot","Platanus","Platanaceae","Plane-tree family","Hamamelidales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Irregular","None","No"
"PLMU3","","Pleuraphis mutica","tobosagrass","Monocot","Pleuraphis","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"PLRI3","","Pleuraphis rigida","big galleta","Monocot","Pleuraphis","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Semi-Erect","None","No"
"POAN","","Poa annua","annual bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring","Decumbent","None","No"
"POBU","","Poa bulbosa","bulbous bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Fall","Decumbent","None","No"
"POCO","","Poa compressa","Canada bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"POFE","","Poa fendleriana","muttongrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"POGL","","Poa glauca","glaucous bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"POLE2","","Poa leptocoma","marsh bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Semi-Erect","None","No"
"POPA2","","Poa palustris","fowl bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"POPR","","Poa pratensis","Kentucky bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"POSE","","Poa secunda","Sandberg bluegrass","Monocot","Poa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"POAM8","","Polygonum amphibium","water knotweed","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Prostrate","None","No"
"POBI6","","Polygonum bistortoides","American bistort","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"POHY2","","Polygonum hydropiperoides","swamp smartweed","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Decumbent","None","No"
"POPE2","","Polygonum pensylvanicum","Pennsylvania smartweed","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb","Summer","Erect","None","No"
"POPE3","","Polygonum persicaria","spotted ladysthumb","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring","Erect","None","No"
"POPU5","","Polygonum punctatum","dotted smartweed","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Summer","Erect","None","No"
"POVI3","","Polygonum viviparum","alpine bistort","Dicot","Polygonum","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"POMO5","","Polypogon monspeliensis","annual rabbitsfoot grass","Monocot","Polypogon","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring and Summer","Erect","None","No"
"POAN3","","Populus angustifolia","narrowleaf cottonwood","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Summer","Erect","None","No"
"PODE3","","Populus deltoides","eastern cottonwood","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"POFR2","","Populus fremontii","Fremont cottonwood","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Irregular","None","No"
"PONI","","Populus nigra","Lombardy poplar","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Columnar","None","No"
"POTR5","","Populus tremuloides","quaking aspen","Dicot","Populus","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Rounded","None","No"
"POCR3","","Potamogeton crispus","curly pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Prostrate","None","No"
"PODI","","Potamogeton diversifolius","waterthread pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"POGR8","","Potamogeton gramineus","variableleaf pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Prostrate","None","No"
"PONA4","","Potamogeton natans","floating pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Prostrate","None","No"
"PONO2","","Potamogeton nodosus","longleaf pondweed","Monocot","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Prostrate","None","No"
"POAR7","","Potentilla arguta","tall cinquefoil","Dicot","Potentilla","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","No"
"PODI2","","Potentilla diversifolia","varileaf cinquefoil","Dicot","Potentilla","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Semi-Erect","None","No"
"POGL9","","Potentilla glandulosa","sticky cinquefoil","Dicot","Potentilla","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","No"
"POGR9","","Potentilla gracilis","slender cinquefoil","Dicot","Potentilla","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","No"
"PRPU","","Prosopis pubescens","screwbean mesquite","Dicot","Prosopis","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring, Summer, Fall","Erect","None","Yes"
"PRVU","","Prunella vulgaris","common selfheal","Dicot","Prunella","Lamiaceae","Mint family","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","Yes"
"PRAM","","Prunus americana","American plum","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","Slight","Yes"
"PREM","","Prunus emarginata","bitter cherry","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring","Rounded","None","No"
"PRFA","","Prunus fasciculata","desert almond","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","Slight","No"
"PRSE2","","Prunus serotina","black cherry","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","Severe","Yes"
"PRVI","","Prunus virginiana","chokecherry","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","Severe","Yes"
"PRVID","","Prunus virginiana var. demissa","western chokecherry","Dicot","Prunus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","Severe","No"
"PSJU3","","Psathyrostachys juncea","Russian wildrye","Monocot","Psathyrostachys","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"PSSPS","","Pseudoroegneria spicata ssp. spicata","bluebunch wheatgrass","Monocot","Pseudoroegneria","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"PSME","","Pseudotsuga menziesii","Douglas-fir","Gymnosperm","Pseudotsuga","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","No"
"PSMEG","","Pseudotsuga menziesii var. glauca","Rocky Mountain Douglas-fir","Gymnosperm","Pseudotsuga","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","No"
"PTTR","","Ptelea trifoliata","common hoptree","Dicot","Ptelea","Rutaceae","Rue family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"PTAQ","","Pteridium aquilinum","western brackenfern","Fern","Pteridium","Dennstaedtiaceae","Bracken Fern family","Polypodiales","","Filicopsida","","Pteridophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","Slight","No"
"PUNU2","","Puccinellia nuttalliana","Nuttall's alkaligrass","Monocot","Puccinellia","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"PUGR2","","Punica granatum","pomegranate","Dicot","Punica","Punicaceae","Pomegranate family","Myrtales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Vase","None","Yes"
"PUGL2","","Purshia glandulosa","desert bitterbrush","Dicot","Purshia","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring, Summer, Fall","Rounded","None","No"
"PUST","","Purshia stansburiana","Stansbury cliffrose","Dicot","Purshia","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Summer","Erect","None","No"
"PUTR2","","Purshia tridentata","antelope bitterbrush","Dicot","Purshia","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","No"
"QUCH2","","Quercus chrysolepis","canyon live oak","Dicot","Quercus","Fagaceae","Beech family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring, Summer, Fall","Erect","None","No"
"QUGA","","Quercus gambelii","Gambel oak","Dicot","Quercus","Fagaceae","Beech family","Fagales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Irregular","None","No"
"RACY","","Ranunculus cymbalaria","alkali buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Semi-Erect","None","No"
"RAES","","Ranunculus eschscholtzii","Eschscholtz's buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Semi-Erect","Moderate","No"
"RAFL2","","Ranunculus flammula","greater creeping spearwort","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Decumbent","None","No"
"RAGL","","Ranunculus glaberrimus","sagebrush buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","Moderate","No"
"RALO2","","Ranunculus longirostris","longbeak buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Semi-Erect","None","No"
"RAMA2","","Ranunculus macounii","Macoun's buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","Moderate","No"
"RAPE2","","Ranunculus pensylvanicus","Pennsylvania buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"RASC3","","Ranunculus sceleratus","cursed buttercup","Dicot","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"RACO3","","Ratibida columnifera","upright prairie coneflower","Dicot","Ratibida","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Erect","None","No"
"RHCR","","Rhamnus crocea","redberry buckthorn","Dicot","Rhamnus","Rhamnaceae","Buckthorn family","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring, Summer, Fall","Vase","None","Yes"
"RHGL","","Rhus glabra","smooth sumac","Dicot","Rhus","Anacardiaceae","Sumac family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"RHMI3","","Rhus microphylla","littleleaf sumac","Dicot","Rhus","Anacardiaceae","Sumac family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Rounded","None","Yes"
"RHOV","","Rhus ovata","sugar sumac","Dicot","Rhus","Anacardiaceae","Sumac family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Semi-Erect","None","No"
"RHTR","","Rhus trilobata","skunkbush sumac","Dicot","Rhus","Anacardiaceae","Sumac family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring","Vase","Slight","No"
"RIAU","","Ribes aureum","golden currant","Dicot","Ribes","Grossulariaceae","Currant family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","Yes"
"RICE","","Ribes cereum","wax currant","Dicot","Ribes","Grossulariaceae","Currant family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Rounded","None","Yes"
"RIIN2","","Ribes inerme","whitestem gooseberry","Dicot","Ribes","Grossulariaceae","Currant family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Semi-Erect","None","No"
"RIMO2","","Ribes montigenum","gooseberry currant","Dicot","Ribes","Grossulariaceae","Currant family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","Yes"
"RIVI3","","Ribes viscosissimum","sticky currant","Dicot","Ribes","Grossulariaceae","Currant family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","","Erect","None","No"
"RONE","","Robinia neomexicana","New Mexico locust","Dicot","Robinia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Irregular","Moderate","No"
"ROPS","","Robinia pseudoacacia","black locust","Dicot","Robinia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring","Erect","None","No"
"ROCU","","Rorippa curvisiliqua","curvepod yellowcress","Dicot","Rorippa","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial","Forb/herb","Spring, Summer, Fall","Semi-Erect","None","No"
"ROSI2","","Rorippa sinuata","spreading yellowcress","Dicot","Rorippa","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ROSY","","Rorippa sylvestris","creeping yellowcress","Dicot","Rorippa","Brassicaceae","Mustard family","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ROWO","","Rosa woodsii","Woods' rose","Dicot","Rosa","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Erect","None","No"
"RUID","","Rubus idaeus","American red raspberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring","Erect","Slight","Yes"
"RULE","","Rubus leucodermis","whitebark raspberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Vine, Subshrub","Spring and Summer","Decumbent","None","Yes"
"RUPA","","Rubus parviflorus","thimbleberry","Dicot","Rubus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Summer","Semi-Erect","None","Yes"
"RULA3","","Rudbeckia laciniata","cutleaf coneflower","Dicot","Rudbeckia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring","Erect","None","No"
"RUMA4","","Rumex maritimus","golden dock","Dicot","Rumex","Polygonaceae","Buckwheat family","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial","Forb/herb","Spring and Summer","Semi-Erect","None","No"
"SACU","","Sagittaria cuneata","arumleaf arrowhead","Monocot","Sagittaria","Alismataceae","Water-plantain family","Alismatales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"SALA2","","Sagittaria latifolia","broadleaf arrowhead","Monocot","Sagittaria","Alismataceae","Water-plantain family","Alismatales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"SAAL2","","Salix alba","white willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"SAAM2","","Salix amygdaloides","peachleaf willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Irregular","None","No"
"SABO2","","Salix boothii","Booth's willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","No"
"SAEX","","Salix exigua","narrowleaf willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SAGE2","","Salix geyeriana","Geyer willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SAGO","","Salix gooddingii","Goodding's willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"SALU","","Salix lucida","shining willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SALUL","","Salix lucida ssp. lasiandra","Pacific willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","Yes"
"SALU2","","Salix lutea","yellow willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SAMO2","","Salix monticola","park willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SAPL2","","Salix planifolia","diamondleaf willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Subshrub, Shrub","Spring and Summer","Semi-Erect","None","No"
"SASC","","Salix scouleriana","Scouler's willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SADO4","","Salvia dorrii","purple sage","Dicot","Salvia","Lamiaceae","Mint family","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring and Summer","Erect","None","No"
"SANIC4","","Sambucus nigra ssp. canadensis","American black elderberry","Dicot","Sambucus","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","Yes"
"SANIC5","","Sambucus nigra ssp. cerulea","blue elderberry","Dicot","Sambucus","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub, Tree","Spring and Summer","Erect","Moderate","Yes"
"SARAR3","","Sambucus racemosa var. racemosa","red elderberry","Dicot","Sambucus","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","Yes"
"SASAD","","Sapindus saponaria var. drummondii","western soapberry","Dicot","Sapindus","Sapindaceae","Soapberry family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Summer","Erect","Moderate","No"
"SAOF4","","Saponaria officinalis","bouncingbet","Dicot","Saponaria","Caryophyllaceae","Pink family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","Slight","No"
"SAVE4","","Sarcobatus vermiculatus","greasewood","Dicot","Sarcobatus","Chenopodiaceae","Goosefoot family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Summer","Irregular","Moderate","No"
"SCSC","","Schizachyrium scoparium","little bluestem","Monocot","Schizachyrium","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer and Fall","Erect","None","No"
"SCCA11","","Schoenoplectus californicus","California bulrush","Monocot","Schoenoplectus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"SCTA2","","Schoenoplectus tabernaemontani","softstem bulrush","Monocot","Schoenoplectus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"SCAT2","","Scirpus atrovirens","green bulrush","Monocot","Scirpus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"SCMI2","","Scirpus microcarpus","panicled bulrush","Monocot","Scirpus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"SCPA8","","Scirpus pallidus","cloaked bulrush","Monocot","Scirpus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"SCPE4","","Scirpus pendulus","rufous bulrush","Monocot","Scirpus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
